what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1356598544762
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1356598544793
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1356598544809
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1356598544856
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1356598545027
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1356598545074
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1356598545121
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1356598545152
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1356598545215
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1356598545324
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1356598545371
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1356598545371
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1356598545386
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1356598545402
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1356598545417
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1356598545417
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1356598545433
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1356598545495
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1356598545714
os,sysinfo,,,"win32",1356598545714
arch,sysinfo,,,"x86",1356598545714
ws,sysinfo,,,"win32",1356598545714
locale,sysinfo,,,"en_US",1356598545714
processors,sysinfo,,,"2",1356598545714
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1356598545714
java.runtime.version,sysinfo,,,"1.7.0_04-b22",1356598545714
java.specification.name,sysinfo,,,"Java Platform API Specification",1356598545714
java.specification.vendor,sysinfo,,,"Oracle Corporation",1356598545714
java.specification.version,sysinfo,,,"1.7",1356598545714
java.vendor,sysinfo,,,"Oracle Corporation",1356598545714
java.version,sysinfo,,,"1.7.0_04",1356598545714
java.vm.info,sysinfo,,,"mixed mode, sharing",1356598545714
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1356598545714
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1356598545714
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1356598545714
java.vm.specification.version,sysinfo,,,"1.7",1356598545714
java.vm.vendor,sysinfo,,,"Oracle Corporation",1356598545714
java.vm.version,sysinfo,,,"23.0-b21",1356598545714
