what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601351757
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1379601351789
started,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1379601351804
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1379601351804
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1379601351804
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1379601351867
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1379601351867
started,bundle,org.eclipse.draw2d,3.7.2.v20111017-2020,"org.eclipse.draw2d",1379601351929
opened,editor,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1379601352023
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1379601352085
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1379601354659
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1379601512204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1379601533217
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1379601535338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601536930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601538053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601538068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601538146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1379601538162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601540408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601541594
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1379601542764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601552109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601554714
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1379601554729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601558210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601558226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601558273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601562813
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1379601562829
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1379601568602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601571519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601573641
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1379601573656
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1379601575186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601576372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601577285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601579040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601609712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601611767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601738469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601739889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601850699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601851916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379601865107
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379601869912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1379601885044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1379602618837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1379602619929
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1379602622566
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1379602622800
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1379602631115
